DrugBankID,Name,Source,Source_link,Groups,Therap_Class,Indication(s),DP,z_DP,z_DP_pVal,FR,z_FR,z_FR_pVal,Functional_Proximity,z_FP,z_FP_pVal
DB10339,Streptococcus pneumoniae type 22f capsular polysaccharide antigen,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Actively Acquired Immunity,,Inf,,,,,,,,
DB10320,Streptococcus pneumoniae type 2 capsular polysaccharide antigen,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Actively Acquired Immunity,,Inf,,,,,,,,
DB10326,Streptococcus pneumoniae type 8 capsular polysaccharide antigen,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Actively Acquired Immunity,,Inf,,,,,,,,
DB10327,Streptococcus pneumoniae type 9n capsular polysaccharide antigen,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Actively Acquired Immunity,,Inf,,,,,,,,
DB10331,Streptococcus pneumoniae type 12f capsular polysaccharide antigen,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Actively Acquired Immunity,,Inf,,,,,,,,
DB10338,Streptococcus pneumoniae type 20 capsular polysaccharide antigen,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Actively Acquired Immunity,,Inf,,,,,,,,
DB10323,Streptococcus pneumoniae type 5 capsular polysaccharide antigen,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Actively Acquired Immunity,,Inf,,,,,,,,
DB10335,Streptococcus pneumoniae type 18c capsular polysaccharide antigen,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Actively Acquired Immunity,,Inf,,,,,,,,
DB09877,Corynebacterium diphtheriae,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",,,Inf,,,,,,,,
DB10319,Streptococcus pneumoniae type 1 capsular polysaccharide antigen,DrugBank,https://www.drugbank.ca/covid-19,approved,Actively Acquired Immunity,,Inf,,,,,,,,
DB10324,Streptococcus pneumoniae type 6b capsular polysaccharide antigen,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Actively Acquired Immunity,,Inf,,,,,,,,
DB10328,Streptococcus pneumoniae type 9v capsular polysaccharide antigen,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Actively Acquired Immunity,,Inf,,,,,,,,
DB10322,Streptococcus pneumoniae type 4 capsular polysaccharide antigen,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Actively Acquired Immunity,,Inf,,,,,,,,
DB10325,Streptococcus pneumoniae type 7f capsular polysaccharide antigen,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Actively Acquired Immunity,,Inf,,,,,,,,
DB10321,Streptococcus pneumoniae type 3 capsular polysaccharide antigen,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Actively Acquired Immunity,,Inf,,,,,,,,
DB10337,Streptococcus pneumoniae type 19a capsular polysaccharide antigen,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Actively Acquired Immunity,,Inf,,,,,,,,
DB10340,Streptococcus pneumoniae type 23f capsular polysaccharide antigen,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Actively Acquired Immunity,,Inf,,,,,,,,
DB10336,Streptococcus pneumoniae type 19f capsular polysaccharide antigen,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Actively Acquired Immunity,,Inf,,,,,,,,
DB10332,Streptococcus pneumoniae type 14 capsular polysaccharide antigen,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Actively Acquired Immunity,,Inf,,,,,,,,
DB10296,Streptococcus pneumoniae type 6a capsular polysaccharide diphtheria crm197 protein conjugate antigen,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Actively Acquired Immunity,,Inf,,,,,,,,
DB12678,Relamorelin,DrugBank,https://www.drugbank.ca/covid-19,investigational,Peptides,"
Diabetic gastroparesis
",Inf,,,,,,,,
DB11595,Atezolizumab,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Monoclonal antibodies,"
Bronchioalveolar carcinoma
Melanoma
Solid tumour/cancer
Ulcer
",2.4452736318408,-0.600903810513881,0.273952027537422,40.1483796056859,0.391538557343285,0.347699597075607,0.198,-1.64301391987413,0.949809973369657
DB00806,Pentoxifylline,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Vasodilator Agents,"
Intermittent claudication
",2.28358208955224,0.937146518235336,0.174341597875553,113.123645089149,0.387090309600811,0.349344675662298,0.349,0.91567349211881,0.179919086135496
DB15298,Ontamalimab,DrugBank,https://www.drugbank.ca/covid-19,investigational,,,Inf,,,,,,,,
DB00100,Coagulation Factor IX (Recombinant),DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Hemostatics,,2.08457711442786,5.09448956634202,1.74841045405019E-07,300.09310549344,0.613186204184285,0.269876612851461,0.355,1.0173431906086,0.154495098451186
DB00410,Mupirocin,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational,vet_approved",Antibiotics,"
Bacterial infection
",Inf,,,,,,,,
DB01017,Minocycline,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Antibiotics,"
Bacterial infection
",1.80099502487562,2.07269246716246,0.019100454634766,1040.5979730912,2.72805835339701,0.003185416847503,0.315,0.339545200676692,0.367099526045408
DB08910,Pomalidomide,DrugBank,https://www.drugbank.ca/covid-19,approved,Other immunosuppressants,"
Systemic sclerosis
",2.07960199004975,-0.68183753149162,0.247670844645559,139.495471864813,1.46616589026103,0.071301549339673,0.307,0.203985602690311,0.419182374878959
DB02325,Isopropyl alcohol,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Other antiseptics and disinfectants,,Inf,,,,,,,,
DB14762,Risankizumab,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Proteins,"
Plaque psoriasis
Psoriatic arthritis
",2.28855721393035,2.9752549101167,0.001463725870675,79.9223088067042,-1.36303161793576,0.086436273064055,0.248,-0.795766432459248,0.786916097120622
DB14473,Beroctocog alfa,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Proteins,,Inf,,,,,,,,
DB15528,Onasemnogene abeparvovec,DrugBank,https://www.drugbank.ca/covid-19,approved,Genetic Therapy,,Inf,,,,,,,,
DB05829,Parathyroid hormone,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Parathyroid hormones and analogues,,2.30597014925373,-0.872460863387976,0.191478504858171,65.3076336625988,-0.194806383019617,0.422772262549522,0.178,-1.98191291484008,0.976255505883862
DB00515,Cisplatin,DrugBank,https://www.drugbank.ca/covid-19,approved,Anticancer Agents,"
Solid tumour/cancer
",2.09203980099502,0.424271817550704,0.335683795003588,173.051842396795,1.70793589595967,0.043824118861023,0.311,0.271765401683501,0.39290120486462
DB00958,Carboplatin,DrugBank,https://www.drugbank.ca/covid-19,approved,Anticancer Agents,"
Ovarian cancer
",Inf,,,,,,,,
DB01285,Corticotropin,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational,vet_approved",ACTH,"
Cushing disease
",2.52238805970149,3.3798690820978,0.000362601823552,60.9557998207775,-2.34588456755951,0.00949099260264,0.199,-1.62606897012583,0.948032507931717
DB00688,Mycophenolate mofetil,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Immunosuppressive Agents,"
Immune System disease
Organ transplant rejection
Pemphigus vulgaris
",2.12935323383085,-1.62563942104219,0.052013191988978,133.718772202613,1.83216262146377,0.033463597953973,0.236,-0.999105829438819,0.841128286237267
DB12872,Vonicog Alfa,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",,,2.1592039800995,0.447596250333554,0.327222304891583,85.6842469342141,0.735076217884966,0.231146538595222,0.244,-0.863546231452438,0.806081393888642
DB13133,Von Willebrand Factor Human,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Blood coagulation factors,,2.1592039800995,0.383457930678992,0.350690128594335,85.6842469342141,0.697363660976547,0.242787618554071,0.244,-0.863546231452438,0.806081393888642
DB00025,"Antihemophilic factor, human recombinant",DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Blood coagulation factors,,1.84825870646766,0.087376645910141,0.465186066116276,528.411422021747,3.40894305753852,0.000326075453409,0.369,1.25457248708476,0.104816998165529
DB15253,Bleselumab,DrugBank,https://www.drugbank.ca/covid-19,investigational,Proteins,,Inf,,,,,,,,
DB12952,Methylprednisone,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Cytochrome P-450 Substrates,,Inf,,,,,,,,
DB00074,Basiliximab,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Immunomodulatory Agents,"
Organ transplant rejection
",2.34825870646766,1.5872125378081,0.056232258041539,76.8745370283957,-0.616452906787327,0.268797822093584,0.187,-1.8294083671054,0.966330772448156
DB00331,Metformin,DrugBank,https://www.drugbank.ca/covid-19,approved,Hypoglycemic Agents,"
Type-2 diabetes
",2.14179104477612,-1.32834506078439,0.092032070004606,129.568657245932,3.37746263597452,0.000365789457036,0.348,0.898728542370512,0.184398635020037
DB00909,Zonisamide,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Analgesics,"
Epilepsy
",2.07213930348259,6.46411251012733,5.09475204044364E-11,960.592939276227,-2.4552881141346,0.007038585650166,0.277,-0.304362889758617,0.619574281437862
DB13151,Anti-inhibitor coagulant complex,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Blood coagulation factors,"
Bleeding disorder
",2.1044776119403,6.07163750878519,6.33062387978661E-10,335.898580966365,0.8221159667794,0.205505449508365,0.315,0.339545200676692,0.367099526045408
DB08874,Fidaxomicin,DrugBank,https://www.drugbank.ca/covid-19,approved,Antibiotics,"
Clostridium difficile associated diarrhea
",Inf,,,,,,,,
DB00512,Vancomycin,DrugBank,https://www.drugbank.ca/covid-19,approved,Antiinfective Agents,"
MRSA infection
Methicillin-resistant staphylococci infection
",Inf,,,,,,,,
DB09329,"Antihemophilic Factor (Recombinant), PEGylated",DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Glycols,,2.24378109452736,0.447444310240555,0.327277144383155,47.1744183893257,0.372065582212181,0.354922010552104,0.239,-0.948270980193926,0.828504239804318
DB06205,Vorhyaluronidase alfa,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Lyases,,2.11194029850746,2.24806265008955,0.012286097643411,53.7123401949049,-0.618510876671531,0.268119315160778,0.349,0.91567349211881,0.179919086135496
DB01177,Idarubicin,DrugBank,https://www.drugbank.ca/covid-19,approved,Anticancer Agents,"
Acute myeloid leukaemia
",2.07960199004975,-1.36113037725101,0.086736245688195,55.745285018882,3.63311540271257,0.0001400098512,0.365,1.18679268809157,0.117654701845592
DB01072,Atazanavir,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Anti-HIV Agents,"
Human immunodeficiency virus infection
",Inf,,,,,,,,
DB11094,Vitamin D,Wikipedia,https://en.wikipedia.org/wiki/COVID-19_drug_repurposing_research#Studies,"approved,nutraceutical,vet_approved",Food,,2.2089552238806,3.20926135966697,0.000665382323745,84.9549115983451,-0.07857201382871,0.468686524214554,0.281,-0.236583090765426,0.593509880273047
DB01039,Fenofibrate,Wikipedia,https://en.wikipedia.org/wiki/COVID-19_drug_repurposing_research#Studies,approved,Antilipemic Agents,"
High cholesterol level
",2.35323383084577,3.64361138938901,0.000134419613657,104.039297296685,-1.07327357542871,0.141574193806761,0.378,1.40707703481944,0.079702273541523
DB01393,Bezafibrate,Wikipedia,https://en.wikipedia.org/wiki/COVID-19_drug_repurposing_research#Studies,"approved,investigational",Antilipemic Agents,"
Hyperlipidaemia
",2.10199004975124,6.19577688905387,2.89991174222334E-10,302.369891162526,-0.080759063088583,0.467816782303113,0.393,1.66125128104391,0.048331495108428
DB00501,Cimetidine,Wikipedia,https://en.wikipedia.org/wiki/COVID-19_drug_repurposing_research#Studies,"approved,investigational",Antiulcer Agents,"
Acid-reflux disorder
",2.91293532338308,2.44251569228286,0.007292647756443,25.0104300637033,-2.3834065332521,0.008576619876178,,,
DB02910,Octanoyl-Coenzyme A,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,experimental,Purines,,2.11940298507463,-2.2961531509846,0.010833563082353,138.002608785966,3.69848194258675,0.000108446388438,0.186,-1.8463533168537,0.967579539565622
DB03147,Flavin adenine dinucleotide,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,approved,Flavins,,1.82338308457711,-2.96623918410282,0.001507329684817,1139.3456651637,8.75034379005289,1.06351873771907E-18,0.273,-0.372142688751807,0.645106692940813
DB03415,3-thiaoctanoyl-CoA,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,experimental,,,2.31592039800995,-0.911634766946997,0.180980507066002,46.5615433106267,2.40508766489457,0.008084293324467,0.235,-1.01605077918712,0.845197396913625
DB00036,Coagulation factor VIIa Recombinant Human,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,approved,Blood coagulation factors,,2.12686567164179,3.33084014555234,0.000432921542664,209.908926115327,0.860563367186704,0.194739284592308,0.301,0.102315904200525,0.459252965915275
DB00055,Drotrecogin alfa,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"approved,investigational,withdrawn",Antisepsis Agents,"
Cerebrovascular ischaemia
Severe sepsis
",2.09950248756219,5.81200257679736,3.08649450995984E-09,393.275318791093,0.176230650321718,0.430056371064565,0.315,0.339545200676692,0.367099526045408
DB00142,Glutamic acid,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"approved,nutraceutical",Acid preparations,,1.83582089552239,4.61697570849024,1.94686413628052E-06,2337.17733930476,5.07329875089834,1.95488969705276E-07,0.313,0.305655301180097,0.37993355495264
DB00170,Menadione,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"approved,nutraceutical",Vitamins,"
Prostate cancer
Vitamin K deficiency
",2.06467661691542,2.62110437780522,0.004382271151512,389.192707788266,1.948627659346,0.025669953261436,0.314,0.322600250928394,0.373499001833943
DB01022,Phylloquinone,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"approved,investigational",Vitamin K,,2.43781094527363,-0.726088654395971,0.233892211921308,65.4496203159941,0.660710824555519,0.254398890312179,0.201,-1.59217907062923,0.944327762752635
DB01125,Anisindione,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,approved,Anticoagulants,"
Coagulation defect
",2.48756218905473,-1.66222680076552,0.048233654120042,39.8848943970657,2.39954195061434,0.008207799365443,0.19,-1.77857351786051,0.962345145513126
DB09332,Kappadione,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,approved,,,2.11940298507463,6.53450895844856,3.1909287523025E-11,287.641340918721,0.289175611334556,0.386223497139499,0.325,0.508994698159668,0.305377970197918
DB13152,Coagulation Factor IX Human,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,approved,Hemostatics,,2.08457711442786,5.2424644371353,7.92229686497556E-08,300.09310549344,0.626867193126395,0.265373146892983,0.355,1.0173431906086,0.154495098451186
DB00630,Alendronic acid,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,approved,"Bisphosphonates, combinations",,2.04975124378109,0.232958622870624,0.407896767998065,231.212830468154,1.90104158036676,0.028648283265957,0.192,-1.74468361836391,0.959480021808173
DB01077,Etidronic acid,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,approved,Bone Density Conservation Agents,"
Paget's disease
",1.98258706467662,0.214234527289111,0.415182086094031,255.982813630706,2.80882827855252,0.002486108023076,0.317,0.373435100173287,0.354412319840064
DB01133,Tiludronic acid,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"approved,investigational,vet_approved",Bisphosphonates,"
Osteoporosis
",1.89303482587065,1.80272685047087,0.035715561584717,1099.81522119671,4.59718937734139,2.14114181977097E-06,0.358,1.06817803985349,0.142720104317195
DB06733,Bafilomycin A1,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,experimental,Lactones,,2.12189054726368,-3.67891461000257,0.000117114334263,53.1276631786697,1.24750130389758,0.106106871220175,0.356,1.03428814035689,0.150500739745562
DB06734,Bafilomycin B1,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,experimental,Lactones,,2.12189054726368,-3.6242300407907,0.000144911781687,53.1276631786697,1.24617675305105,0.106349755817663,0.356,1.03428814035689,0.150500739745562
DB12010,Fostamatinib,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"approved,investigational",Other systemic hemostatics,"
Immune thrombocytopenic purpura
Rheumatoid arthritis
",1.30597014925373,4.94928499969123,3.72433043319495E-07,14297.9525411905,8.11134959925643,2.5030298333357E-16,0.338,0.729279044887537,0.23291549391887
DB00156,Threonine,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"approved,nutraceutical",Amino Acids,,2.13930348258706,-2.09318109065175,0.018166496038803,92.1862277587464,3.619530244603,0.000147569157655,0.206,-1.50745432188775,0.934152878104728
DB00157,NADH,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"approved,nutraceutical",Dietary supplement,"
Parkinson disease
",1.58955223880597,2.25698261086677,0.012004580681706,5841.15905141246,10.4897590307431,4.81368035048578E-26,0.297,0.034536105207335,0.486224825859573
DB02338,NADPH,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,experimental,Purines,,2.20149253731343,-2.21499893769613,0.013380068718333,128.519598325601,4.02711820383718,2.8232325039412E-05,0.276,-0.321307839506914,0.626011441963259
DB04207,L-Saccharopine,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,experimental,Amino Acids,,2.43532338308458,-2.3691605172017,0.008914256971018,41.8672452246624,3.11659582411543,0.000914761056739,0.163,-2.23608716106454,0.987326968855374
DB07546,[1-(6-{6-[(1-methylethyl)amino]-1H-indazol-1-yl}pyrazin-2-yl)-1H-pyrrol-3-yl]acetic acid,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,experimental,,,2.08706467661692,-0.208468379382679,0.417431634922164,56.2362854466912,1.33840336598361,0.090382491125382,0.38,1.44096693431604,0.074797012243691
DB00171,ATP,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"investigational,nutraceutical",Purines,,1.65671641791045,-0.79445781601122,0.213464478731901,1780.23256351795,5.45993140524598,2.3815928903901E-08,0.315,0.339545200676692,0.367099526045408
DB04216,Quercetin,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"experimental,investigational",Hypoglycemic Agents,"
Obesity
",1.59950248756219,-3.5630307864491,0.000183298833283,1315.07779179668,4.8598054958275,5.87505681413243E-07,0.371,1.28846238658136,0.098792526997837
DB00242,Cladribine,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"approved,investigational",Anticancer Agents,"
Hairy cell leukaemia
",2.01741293532338,0.811345075859846,0.208583765511438,398.159507360173,2.54951599982379,0.005393628056767,0.379,1.42402198456774,0.0772200540708
DB00631,Clofarabine,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"approved,investigational",Anticancer Agents,"
Acute lymphoblastic leukaemia
Myelodysplastic syndrome
",2.13681592039801,-1.21153283154962,0.112845629819748,96.4169502079008,1.42771462467685,0.076687007497118,0.301,0.102315904200525,0.459252965915275
DB01280,Nelarabine,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"approved,investigational",Anticancer Agents,"
leukaemia
",2.27114427860697,-0.807230350040705,0.209766891554391,48.0100046996475,1.12076467826647,0.131194021462468,0.416,2.05098512525475,0.020134197666137
DB00851,Dacarbazine,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,"approved,investigational",Anticancer Agents,"
Melanoma
",2.14925373134328,-1.9020837452896,0.028580103571184,92.8662503447093,2.22706093613207,0.012971600756342,0.25,-0.761876532962652,0.776933151416715
DB02930,Adenosine 5'-[gamma-thio]triphosphate,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,experimental,Purines,,2.12935323383085,-0.359271661176043,0.359695936074835,194.747490873458,2.69186997101384,0.003552632072891,0.384,1.50874673330923,0.065681758900447
DB05798,GEM-231,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,investigational,Glycosides,,2.09452736318408,-1.33440864353351,0.091034984422214,100.653038393316,2.90671834286416,0.001826209503067,0.153,-2.40553665854752,0.991925634158428
DB01919,Pentanal,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,experimental,,,2.06716417910448,-1.26917969871809,0.10218848999396,56.812517594862,1.39943457785629,0.080841351970434,0.415,2.03404017550645,0.020973772462057
DB01940,Balanol Analog 2,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,experimental,,,2.06716417910448,-1.26839717152937,0.102328075603792,56.812517594862,1.41189749716378,0.078990072402543,0.415,2.03404017550645,0.020973772462057
DB02155,3-[(3-sec-butyl-4-hydroxybenzoyl)amino]azepan-4-yl 4-(2-hydroxy-5-methoxybenzoyl)benzoate,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,experimental,,,2.06716417910448,-1.25174111245284,0.105332107039088,56.812517594862,1.46401635359875,0.071594740048812,0.415,2.03404017550645,0.020973772462057
DB02482,Phosphonothreonine,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,experimental,,,1.82835820895522,-0.511152591870094,0.304622106056851,468.433144957606,2.91703184816232,0.001766898440752,0.358,1.06817803985349,0.142720104317195
DB02611,Balanol Analog 1,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,experimental,,,2.06716417910448,-1.26576258606194,0.102799046859071,56.812517594862,1.31932133300062,0.0935308544081,0.415,2.03404017550645,0.020973772462057
DB03374,"3,5-Diiodotyrosine",Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,experimental,Thyroid Products,,2.04975124378109,-0.411375557583208,0.34039858687934,173.9232408658,2.32562626600214,0.010019248550252,0.268,-0.456867437493295,0.676116834923919
DB04098,Balanol,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,experimental,Phenols,,2.06716417910448,-1.29906923136149,0.096960085612764,56.812517594862,1.34750379526715,0.088909015964105,0.415,2.03404017550645,0.020973772462057
DB04522,Dexfosfoserine,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,experimental,,,1.85074626865672,1.38717077769004,0.082694846953132,563.978627882794,2.05718276007713,0.019834324617088,0.204,-1.54134422138434,0.938383484174703
DB04530,"S,S-(2-Hydroxyethyl)Thiocysteine",Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,experimental,,,1.95522388059702,1.28617838688116,0.099190406085828,415.011202039056,3.39617908023479,0.000341668180031,0.303,0.13620580369712,0.445829293620818
DB04707,Hydroxyfasudil,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,experimental,Amides,,2.01243781094527,-0.758196001597462,0.224166827264709,153.782061206008,2.12822050144439,0.016659402898501,0.272,-0.389087638500105,0.651394341257535
DB06959,(2S)-1-(3H-Indol-3-yl)-3-{[5-(6-isoquinolinyl)-3-pyridinyl]oxy}-2-propanamine,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,experimental,,,2.06218905472637,-0.998305573329575,0.159065602939243,99.4395141852674,1.89100382791298,0.029311916621963,0.268,-0.456867437493295,0.676116834923919
DB06977,(2S)-1-{[5-(1H-Indazol-5-yl)-3-pyridinyl]oxy}-3-(7aH-indol-3-yl)-2-propanamine,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,experimental,,,2.06716417910448,-1.28596060592848,0.099228405237943,56.812517594862,1.38864965284923,0.082469655437983,0.415,2.03404017550645,0.020973772462057
DB07107,(1S)-2-(1H-INDOL-3-YL)-1-[({5-[(E)-2-PYRIDIN-4-YLVINYL]PYRIDIN-3-YL}OXY)METHYL]ETHYLAMINE,Gordon et al.,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-020-2286-9/MediaObjects/41586_2020_2286_MOESM6_ESM.xlsx,experimental,,,2.06218905472637,-0.982618305465676,0.162897665801884,99.4395141852674,1.89756969329349,0.028876394955532,0.268,-0.456867437493295,0.676116834923919
