DrugBank ID,Name,PubChem Compound ID,STICH_ID,SE.NAME
DB00978,Lomefloxacin,3948,CID000003948,Gastrointestinal pain<br>Abdominal pain<br>Acidosis<br>Agranulocytosis<br>Albuminuria<br>Anaphylactic shock<br>Anaemia<br>Haemolytic anaemia<br>Angina pectoris<br>Angioedema<br>Decreased appetite<br>Anuria<br>Anxiety<br>Arrhythmia<br>Arthralgia<br>Musculoskeletal discomfort<br>Asthenia<br>Ataxia<br>Back pain<br>Bronchospasm<br>Candida infection<br>Vulvovaginal candidiasis<br>Vulvovaginal mycotic infection<br>Cerebrovascular disorder<br>Chest pain<br>Coma<br>Confusional state<br>Feeling abnormal<br>Conjunctivitis<br>Constipation<br>Cough<br>Cyanosis<br>Dysphagia<br>Depersonalisation<br>Dermatitis exfoliative<br>Diarrhoea<br>Diplopia<br>Dizziness<br>Dysgeusia<br>Dyspepsia<br>Dyspnoea<br>Dysuria<br>Ear pain<br>Eczema<br>Oedema<br>Eosinophilia<br>Toxic epidermal necrolysis<br>Epididymitis<br>Epistaxis<br>Erythema nodosum<br>Rash<br>Dermatitis<br>Fatigue<br>Flatulence<br>Flushing<br>Gastrointestinal haemorrhage<br>Gout<br>Hallucination<br>Headache<br>Cardiac failure<br>Haematuria<br>Hepatitis<br>Hiccups<br>Hyperglycaemia<br>Hypersensitivity<br>Hypertension<br>Hypoglycaemia<br>Hypotension<br>Intestinal perforation<br>Nephrolithiasis<br>Muscle spasms<br>Leukocytosis<br>Leukopenia<br>Vaginal discharge<br>Menstrual disorder<br>Metrorrhagia<br>Hypertonia<br>Myasthenia gravis<br>Fungal infection<br>Myocardial infarction<br>Acute coronary syndrome<br>Nausea<br>Tubulointerstitial nephritis<br>Nervousness<br>Tension<br>Nightmare<br>Nystagmus<br>Orchitis noninfective<br>Orchitis<br>Paraesthesia<br>Neuropathy peripheral<br>Pharyngitis<br>Phlebitis<br>Polyuria<br>Urine output increased<br>Pruritus<br>Pulmonary oedema<br>Pulmonary embolism<br>Vascular purpura<br>Purpura<br>Renal failure<br>Respiratory tract infection<br>Rhinitis<br>Convulsion<br>Skin disorder<br>Skin ulcer<br>Stevens-Johnson syndrome<br>Erythema multiforme<br>Stomatitis<br>Stridor<br>Loss of consciousness<br>Shock<br>Syncope<br>Tachycardia<br>Tendonitis<br>Thirst<br>Thrombocytopenia<br>Tinnitus<br>Torsade de pointes<br>Tremor<br>Micturition disorder<br>Urticaria<br>Vaginal infection<br>Vaginal inflammation<br>Vasculitis<br>Vertigo<br>Viral infection<br>Vomiting<br>Dry mouth<br>Cerebral thrombosis<br>Urinary retention<br>Chills<br>Agitation<br>Photophobia<br>Monocytosis<br>Hepatic function abnormal<br>Blood urea increased<br>Blood creatinine increased<br>Crystalluria<br>Tongue discolouration<br>Mania<br>Hepatic necrosis<br>Eye pain<br>Paranoia<br>Skin discolouration<br>Skin hyperpigmentation<br>Malaise<br>Discomfort<br>Ill-defined disorder<br>Myalgia<br>Muscle twitching<br>Increased appetite<br>Mental disability<br>Thinking abnormal<br>Pulmonary function test decreased<br>Respiratory depression<br>Disturbance in attention<br>Dermatitis bullous<br>Lacrimal disorder<br>Skin exfoliation<br>Perineal pain<br>Strangury<br>Extrasystoles<br>Anaphylactoid reaction<br>Phobia<br>Photosensitivity reaction<br>Influenza like illness<br>Candiduria<br>Hyperkinesia<br>Bradycardia<br>Lymphadenopathy<br>Face oedema<br>Hot flush<br>Menopausal symptoms<br>Cardio-respiratory arrest<br>Hyperhidrosis<br>Blood albumin increased<br>Thrombocytosis<br>Blood potassium decreased<br>Cardiomyopathy<br>Insomnia<br>Aphasia<br>Pseudomembranous colitis<br>Gastrointestinal inflammation<br>Somnolence<br>Visual impairment
DB00979,Cyclopentolate,2905,CID000002905,Abdominal distension<br>Ataxia<br>Conjunctivitis<br>Coma<br>Conjunctivitis allergic<br>Somnolence<br>Rash<br>Dermatitis<br>Flushing<br>Gastroenteritis<br>Hallucination<br>Hyperaemia<br>Pruritus<br>Psychotic disorder<br>Convulsion<br>Tachycardia<br>Tremor<br>Iridocyclitis<br>Choroiditis<br>Vasodilation procedure<br>Vertigo<br>Dry mouth<br>Urinary retention<br>Agitation<br>Photophobia<br>Iris adhesions<br>Disorientation<br>Intraocular pressure increased<br>Ocular hyperaemia<br>Punctate keratitis<br>Vision blurred<br>Hyperpyrexia<br>Lacrimation increased<br>Hyperkinesia<br>Coordination abnormal<br>Paralysis<br>Incoherent
DB00980,Ramelteon,208902,CID000208902,Arthralgia<br>Musculoskeletal discomfort<br>Depression<br>Diarrhoea<br>Dizziness<br>Dysgeusia<br>Fatigue<br>Asthenia<br>Headache<br>Influenza<br>Nausea<br>Upper respiratory tract infection<br>Myalgia<br>Mental disability<br>Thinking abnormal<br>Anaphylactic shock<br>Anaphylactoid reaction<br>Insomnia<br>Blood cortisol decreased<br>Somnolence
DB00981,Physostigmine,5983,CID000005983,Nausea<br>Salivary hypersecretion<br>Convulsion<br>Vomiting<br>Bradycardia
DB00982,Isotretinoin,5282379,CID005282379,"Gastrointestinal pain<br>Abdominal pain<br>Pancreatitis acute<br>Aggression<br>Agranulocytosis<br>Alopecia<br>Anaphylactic shock<br>Anaemia<br>Anger<br>Anxiety<br>Arthralgia<br>Musculoskeletal discomfort<br>Arthritis<br>Asthenia<br>Asthenopia<br>Asthma<br>Back pain<br>Abnormal behaviour<br>Mental disorder<br>Blepharitis<br>Bronchospasm<br>Cardiovascular disorder<br>Nervous system disorder<br>Neck pain<br>Cheilitis<br>Colitis<br>Infection<br>Conjunctivitis<br>Constipation<br>Contusion<br>Corneal opacity<br>Deafness<br>Depression<br>Dermatitis<br>Dermatitis contact<br>Diabetes mellitus<br>Diarrhoea<br>Dizziness<br>Somnolence<br>Dry eye<br>Lacrimation decreased<br>Eczema<br>Oedema<br>Toxic epidermal necrolysis<br>Epistaxis<br>Erythema multiforme<br>Erythema nodosum<br>Oesophagitis<br>Rash<br>Eye disorder<br>Fatigue<br>Flushing<br>Gastrointestinal haemorrhage<br>Gingivitis<br>Glomerulonephritis<br>Hair disorder<br>Headache<br>Hearing impaired<br>Haematuria<br>Haemorrhage<br>Haemoglobin<br>Hepatitis<br>Herpes simplex<br>Hirsutism<br>Dysphonia<br>Hordeolum<br>Hyperlipidaemia<br>Exostosis<br>Hypersensitivity<br>Hypertriglyceridaemia<br>Blood triglycerides increased<br>Hypervitaminosis A<br>Ileitis<br>Inflammatory bowel disease<br>Irritability<br>Keratitis<br>Lethargy<br>Menstrual disorder<br>Musculoskeletal pain<br>Nasopharyngitis<br>Nausea<br>Nervousness<br>Tension<br>Neutropenia<br>Optic neuritis<br>Pain<br>Pain in extremity<br>Palpitations<br>Pancreatitis<br>Papilloedema<br>Paraesthesia<br>Paronychia<br>Proteinuria<br>Protein urine present<br>Pruritus<br>Benign intracranial hypertension<br>Psychotic disorder<br>Renal failure<br>Respiratory tract infection<br>Rhabdomyolysis<br>Seborrhoeic dermatitis<br>Convulsion<br>Skin infection<br>Stevens-Johnson syndrome<br>Cerebrovascular accident<br>Completed suicide<br>Suicide attempt<br>Sunburn<br>Photosensitivity reaction<br>Hyperhidrosis<br>Loss of consciousness<br>Shock<br>Syncope<br>Tachycardia<br>Tendonitis<br>Thrombocytopenia<br>Tinnitus<br>Erythema<br>Upper respiratory tract infection<br>Urticaria<br>Vasculitis<br>Visual impairment<br>Vomiting<br>Granulomatosis with polyangiitis<br>Weight decreased<br>Dry mouth<br>Mood swings<br>Affect lability<br>Photophobia<br>Pyogenic granuloma<br>Cataract<br>Panic attack<br>Leukocytoclastic vasculitis<br>Blood creatine phosphokinase increased<br>Epiphyses premature fusion<br>Red blood cell sedimentation rate increased<br>Impaired healing<br>Intracranial pressure increased<br>Blood lactate dehydrogenase increased<br>Blood alkaline phosphatase increased<br>Dry skin<br>Drug tolerance decreased<br>Oesophageal ulcer<br>Sensory disturbance<br>Skin irritation<br>Lacrimation increased<br>Endophthalmitis<br>Ocular hyperaemia<br>Skin hyperpigmentation<br>Leukoderma<br>Skin disorder<br>Scab<br>Xanthoma<br>Nail dystrophy<br>Contact lens intolerance<br>Malaise<br>Discomfort<br>Feeling abnormal<br>Ill-defined disorder<br>Myalgia<br>Nasal dryness<br>Decreased appetite<br>Hallucination, auditory<br>Visual acuity reduced<br>Euphoric mood<br>Dry throat<br>Eye irritation<br>Hepatotoxicity<br>Skin exfoliation<br>Skin burning sensation<br>Pain of skin<br>Weight fluctuation<br>Sepsis<br>Acne fulminans<br>Excessive granulation tissue<br>Crohn's disease<br>Rectal haemorrhage<br>Blood bilirubin increased<br>Vision blurred<br>Suicidal ideation<br>Chapped lips<br>Gastrointestinal disorder<br>Lymphadenopathy<br>Skin fragility<br>Lip dry<br>Blood glucose increased<br>Blood cholesterol increased<br>Drug interaction<br>Acne<br>Blood uric acid increased<br>Hyperuricaemia<br>White blood cell count decreased<br>Thrombocytosis<br>Infestation<br>Application site erythema<br>Application site pruritus<br>Night blindness<br>Insomnia<br>Musculoskeletal stiffness<br>Application site pain"
DB00983,Formoterol,3410,CID000003410,Gastrointestinal pain<br>Abdominal pain<br>Anaphylactic shock<br>Angina pectoris<br>Angioedema<br>Anxiety<br>Arrhythmia<br>Asthma<br>Atrial fibrillation<br>Back pain<br>Mental disorder<br>Bronchospasm<br>Bronchitis<br>Nervous system disorder<br>Chest pain<br>Infection<br>Cough<br>Diarrhoea<br>Dizziness<br>Dysgeusia<br>Dyspepsia<br>Dyspnoea<br>Oedema<br>Rash<br>Dermatitis<br>Fatigue<br>Asthenia<br>Body temperature increased<br>Gastroenteritis<br>Gastrointestinal disorder<br>Headache<br>Cardiac disorder<br>Hyperglycaemia<br>Hypersensitivity<br>Hypertension<br>Hypokalaemia<br>Hypotension<br>Immune system disorder<br>Inflammation<br>Muscle spasms<br>Mediastinal disorder<br>Nasopharyngitis<br>Nausea<br>Nervousness<br>Tension<br>Palpitations<br>Pharyngeal disorder<br>Pharyngitis<br>Pruritus<br>Rhinitis<br>Sinusitis<br>Sleep disorder<br>Tachycardia<br>Supraventricular tachycardia<br>Tonsillitis<br>Tremor<br>Upper respiratory tract infection<br>Urticaria<br>Viral infection<br>Vomiting<br>Dry mouth<br>Tachyarrhythmia<br>Agitation<br>Oedema peripheral<br>Lower respiratory tract infection<br>Ventricular extrasystoles<br>Electrocardiogram QT prolonged<br>Eyelid oedema<br>Respiratory arrest<br>Malnutrition<br>Skin disorder<br>Metabolic acidosis<br>Malaise<br>Discomfort<br>Feeling abnormal<br>Ill-defined disorder<br>Myalgia<br>Musculoskeletal discomfort<br>Increased bronchial secretion<br>Sputum increased<br>Oedema mouth<br>Bronchospasm paradoxical<br>Conjunctival irritation<br>Extrasystoles<br>Blood pressure increased<br>Throat irritation<br>Insomnia<br>Dysphonia
DB00988,Dopamine,681,CID000000681,Angina pectoris<br>Anxiety<br>Atrial fibrillation<br>Dyspnoea<br>Extravasation<br>Gangrene<br>Headache<br>Hypertension<br>Nausea<br>Necrosis<br>Palpitations<br>Piloerection<br>Tachycardia<br>Vomiting<br>Ventricular arrhythmia<br>Cyanosis<br>Azotaemia<br>Extrasystoles<br>Menorrhagia<br>Bradycardia<br>Electrocardiogram QRS complex
DB00990,Exemestane,60198,CID000060198,Gastrointestinal pain<br>Abdominal pain<br>Alopecia<br>Angina pectoris<br>Decreased appetite<br>Anxiety<br>Arthralgia<br>Musculoskeletal discomfort<br>Arthritis<br>Asthenia<br>Back pain<br>Mental disorder<br>Bone disorder<br>Bronchitis<br>Neoplasm malignant<br>Cardiovascular disorder<br>Carpal tunnel syndrome<br>Chest pain<br>Infection<br>Confusional state<br>Feeling abnormal<br>Constipation<br>Cough<br>Depression<br>Dermatitis<br>Diarrhoea<br>Dizziness<br>Dyspepsia<br>Dyspnoea<br>Oedema<br>Endometrial hyperplasia<br>Erythema multiforme<br>Rash<br>Fatigue<br>Body temperature increased<br>Multiple fractures<br>Fracture<br>Gastrointestinal disorder<br>Genital disorder female<br>Headache<br>Cardiac disorder<br>Cardiac failure<br>Haemorrhage<br>Haemoglobin<br>Hepatitis<br>Dysphonia<br>Hypercholesterolaemia<br>Hypersensitivity<br>Hypertension<br>Hypertrichosis<br>Hypoaesthesia<br>Immune system disorder<br>Leukopenia<br>Lymphoedema<br>Multi-organ failure<br>Muscle spasms<br>Musculoskeletal disorder<br>Musculoskeletal pain<br>Myocardial infarction<br>Acute coronary syndrome<br>Nausea<br>Neoplasm<br>Nervous system disorder<br>Opportunistic infection<br>Osteoarthritis<br>Osteochondrosis<br>Osteoporosis<br>Pain<br>Pain in extremity<br>Paraesthesia<br>Pharyngitis<br>Polyp<br>Pruritus<br>Pulmonary embolism<br>Rhinitis<br>Sinusitis<br>Gastric ulcer<br>Cerebrovascular accident<br>Hyperhidrosis<br>Tendonitis<br>Thrombocytopenia<br>Embolism<br>Embolism venous<br>Upper respiratory tract infection<br>Urinary tract infection<br>Urticaria<br>Viral infection<br>Vomiting<br>Weight increased<br>Oedema peripheral<br>Deep vein thrombosis<br>Hepatitis cholestatic<br>Myocardial ischaemia<br>Bone pain<br>Uterine polyp<br>Trigger finger<br>Joint stiffness<br>Skin disorder<br>Malaise<br>Myalgia<br>Increased appetite<br>Vulvovaginal dryness<br>Hepatobiliary disease<br>Influenza like illness<br>Neuropathy peripheral<br>Osteoporotic fracture<br>Visual impairment<br>Hot flush<br>Menopausal symptoms<br>Acute generalised exanthematous pustulosis<br>Insomnia<br>Liver disorder<br>Coronary artery disease<br>Vaginal haemorrhage
DB00991,Oxaprozin,4614,CID000004614,Gastrointestinal pain<br>Abdominal pain<br>Agranulocytosis<br>Alopecia<br>Anaphylactic shock<br>Anaemia<br>Aplastic anaemia<br>Haemolytic anaemia<br>Angioedema<br>Decreased appetite<br>Anxiety<br>Arrhythmia<br>Asthenia<br>Asthma<br>Coma<br>Infection<br>Confusional state<br>Feeling abnormal<br>Conjunctivitis<br>Constipation<br>Cystitis noninfective<br>Cystitis<br>Bladder pain<br>Dermatitis exfoliative<br>Diarrhoea<br>Polyuria<br>Dizziness<br>Somnolence<br>Drug hypersensitivity<br>Dysgeusia<br>Dyspepsia<br>Dyspnoea<br>Dysuria<br>Ecchymosis<br>Oedema<br>Eosinophilia<br>Toxic epidermal necrolysis<br>Eructation<br>Erythema multiforme<br>Oesophagitis<br>Rash<br>Dermatitis<br>Body temperature increased<br>Flatulence<br>Gastritis<br>Gastrointestinal haemorrhage<br>Glossitis<br>Hallucination<br>Headache<br>Cardiac failure congestive<br>Haematemesis<br>Haematuria<br>Haemorrhage<br>Haemoglobin<br>Hepatitis<br>Hyperglycaemia<br>Hypertension<br>Hypotension<br>Jaundice<br>Renal failure acute<br>Lethargy<br>Leukopenia<br>Melaena<br>Meningitis<br>Myocardial infarction<br>Acute coronary syndrome<br>Nausea<br>Tubulointerstitial nephritis<br>Nephrotic syndrome<br>Nervousness<br>Tension<br>Oliguria<br>Palpitations<br>Pancreatitis<br>Pancytopenia<br>Paraesthesia<br>Peptic ulcer<br>Pneumonia<br>Urine output increased<br>Proteinuria<br>Protein urine present<br>Pruritus<br>Vascular purpura<br>Purpura<br>Convulsion<br>Serum sickness<br>Sinusitis<br>Stevens-Johnson syndrome<br>Stomatitis<br>Loss of consciousness<br>Shock<br>Syncope<br>Tachycardia<br>Thrombocytopenia<br>Tinnitus<br>Tremor<br>Ulcer<br>Urticaria<br>Vasculitis<br>Vertigo<br>Vomiting<br>Dry mouth<br>Hepatic failure<br>Bleeding time prolonged<br>Renal impairment<br>Malaise<br>Discomfort<br>Ill-defined disorder<br>Emotional distress<br>Abdominal pain upper<br>Pulmonary function test decreased<br>Respiratory depression<br>Hepatic enzyme increased<br>Gastrointestinal ulcer<br>Sepsis<br>Rectal haemorrhage<br>Anaphylactoid reaction<br>Vision blurred<br>Photosensitivity reaction<br>Lymphadenopathy<br>Pseudoporphyria<br>Hyperhidrosis<br>Lung infection<br>Insomnia<br>Hearing impaired<br>Deafness<br>Renal failure
DB00993,Azathioprine,2265,CID000002265,Gastrointestinal pain<br>Abdominal pain<br>Agranulocytosis<br>Alopecia<br>Anaemia<br>Aplastic anaemia<br>Anaemia macrocytic<br>Anaemia megaloblastic<br>Arrhythmia<br>Arthralgia<br>Musculoskeletal discomfort<br>Bacterial infection<br>Neoplasm malignant<br>Skin cancer<br>Varicella<br>Cholestasis<br>Colitis<br>Infection<br>Cyst<br>Diarrhoea<br>Diverticulitis<br>Dizziness<br>Toxic epidermal necrolysis<br>Rash<br>Dermatitis<br>Body temperature increased<br>Formication<br>Gastrointestinal disorder<br>Headache<br>Haemorrhage<br>Haemoglobin<br>Hepatitis B<br>Hepatitis toxic<br>Herpes zoster<br>Hodgkin's disease lymphocyte predominance type stage unspecified<br>Hodgkin's disease lymphocyte depletion type stage unspecified<br>Hodgkin's disease<br>Nodular regenerative hyperplasia<br>Hypersensitivity<br>Hypotension<br>Immune system disorder<br>Inflammatory bowel disease<br>Intestinal perforation<br>Jaundice cholestatic<br>Acute myeloid leukaemia<br>Acute leukaemia<br>Leukopenia<br>Non-Hodgkin's lymphoma<br>Lymphoma<br>X-linked lymphoproliferative syndrome<br>Lymphoproliferative disorder<br>Mediastinal disorder<br>Malignant melanoma<br>Meningitis<br>Myasthenia gravis<br>Nausea<br>Neoplasm<br>Pancreatitis<br>Pancytopenia<br>Uveitis<br>Peliosis hepatis<br>Pneumonia<br>Polyp<br>Steatorrhoea<br>Stevens-Johnson syndrome<br>Erythema multiforme<br>Thrombocytopenia<br>Vasculitis<br>Vomiting<br>Acute febrile neutrophilic dermatosis<br>Hepatic function abnormal<br>Hepatocellular injury<br>Liver injury<br>Skin disorder<br>Interstitial lung disease<br>Malaise<br>Discomfort<br>Feeling abnormal<br>Ill-defined disorder<br>Myalgia<br>Hepatotoxicity<br>Hepatobiliary disease<br>Chills<br>Cervical dysplasia<br>Cervix carcinoma stage 0<br>Infestation<br>Nitrogen balance negative<br>Venoocclusive disease<br>Abdominal discomfort<br>Sarcoma<br>Hepatic failure<br>Hepatosplenic T-cell lymphoma
DB00996,Gabapentin,3446,CID000003446,Gastrointestinal pain<br>Abdominal pain<br>Abscess<br>Alopecia<br>Amblyopia<br>Amenorrhoea<br>Amnesia<br>Anaphylactic shock<br>Anaemia<br>Angina pectoris<br>Angioedema<br>Decreased appetite<br>Anuria<br>Anxiety<br>Aphasia<br>Apnoea<br>Apraxia<br>Arthralgia<br>Musculoskeletal discomfort<br>Arthritis<br>Asthenia<br>Asthma<br>Ataxia<br>Atrial fibrillation<br>Back pain<br>Mental disorder<br>Blister<br>Dermatitis bullous<br>Coagulopathy<br>Breast cancer<br>Breast disorder<br>Breast feeding<br>Bronchospasm<br>Bronchitis<br>Bursitis<br>Oral candidiasis<br>Candida infection<br>Vulvovaginal candidiasis<br>Vulvovaginal mycotic infection<br>Cardiovascular disorder<br>Cellulitis<br>Nervous system disorder<br>Cerebellar syndrome<br>Neck pain<br>Occipital neuralgia<br>Chest pain<br>Cholecystitis<br>Cholelithiasis<br>Chorioretinitis<br>Colitis<br>Infection<br>Confusional state<br>Feeling abnormal<br>Conjunctivitis<br>Connective tissue disorder<br>Constipation<br>Muscle contracture<br>Contusion<br>Corneal disorder<br>Cough<br>Cystitis noninfective<br>Cystitis<br>Bladder pain<br>Deafness<br>Disturbance in sexual arousal<br>Libido decreased<br>Dysphagia<br>Dehydration<br>Delusion<br>Depersonalisation<br>Depression<br>Drug eruption<br>Fungal skin infection<br>Diabetes mellitus<br>Diabetic ketoacidosis<br>Diabetic retinopathy<br>Diarrhoea<br>Diplopia<br>Dizziness<br>Somnolence<br>Duodenal ulcer<br>Osteoarthritis<br>Dysarthria<br>Dysgeusia<br>Dyskinesia<br>Dysmenorrhoea<br>Dyspepsia<br>Dyspnoea<br>Dysuria<br>Ear pain<br>Ecchymosis<br>Eczema<br>Oedema<br>Eosinophilia<br>Epididymitis<br>Epilepsy<br>Epistaxis<br>Eructation<br>Erythema multiforme<br>Oesophageal spasm<br>Oesophagitis<br>Rash<br>Dermatitis<br>Eye disorder<br>Eye haemorrhage<br>VIIth nerve paralysis<br>Fatigue<br>Faecal incontinence<br>Body temperature increased<br>Flatulence<br>Multiple fractures<br>Fracture<br>Furuncle<br>Gastritis<br>Gastroenteritis<br>Gastrointestinal disorder<br>Gingival bleeding<br>Gingivitis<br>Glaucoma<br>Glossitis<br>Glycosuria<br>Goitre<br>Gout<br>Gynaecomastia<br>Hair disorder<br>Hallucination<br>Seasonal allergy<br>Rhinitis seasonal<br>Headache<br>Cardiac arrest<br>Atrioventricular block<br>Cardiac disorder<br>Cardiac failure<br>Cardiac failure congestive<br>Haematemesis<br>Haematochezia<br>Subdural haematoma<br>Haematuria<br>Hemiplegia<br>Haemoptysis<br>Haemorrhoids<br>Hepatitis<br>Hepatomegaly<br>Hernia<br>Herpes virus infection<br>Herpes simplex<br>Herpes zoster<br>Hiccups<br>Hirsutism<br>Dysphonia<br>Hordeolum<br>Hostility<br>Hypercholesterolaemia<br>Hyperaesthesia<br>Hyperglycaemia<br>Hyperlipidaemia<br>Hypersensitivity<br>Hypertension<br>Hyperthyroidism<br>Breast enlargement<br>Salivary gland enlargement<br>Hyperventilation<br>Hypoaesthesia<br>Hypoglycaemia<br>Hyponatraemia<br>Hypotension<br>Hypothyroidism<br>Conversion disorder<br>Immune system disorder<br>Incontinence<br>Libido increased<br>Infectious mononucleosis<br>Influenza<br>Intestinal obstruction<br>Iritis<br>Irritable bowel syndrome<br>Functional gastrointestinal disorder<br>Irritability<br>Eye pruritus<br>Jaundice<br>Arthropathy<br>Nephrolithiasis<br>Nephropathy<br>Renal failure acute<br>Labyrinthitis<br>Laryngitis<br>Muscle spasms<br>Skin ulcer<br>Lethargy<br>Leukopenia<br>Vaginal discharge<br>Lung disorder<br>Lymphocytosis<br>Non-Hodgkin's lymphoma<br>Lymphoma<br>Breast pain<br>Mediastinal disorder<br>Melanosis<br>Melaena<br>Meningism<br>Menorrhagia<br>Menstrual disorder<br>Miosis<br>Movement disorder<br>Hypertonia<br>Hypotonia<br>Muscle relaxant therapy<br>Myocardial infarction<br>Acute coronary syndrome<br>Myoclonus<br>Nail disorder<br>Nasal obstruction<br>Nasopharyngitis<br>Nausea<br>Nephrotic syndrome<br>Nervousness<br>Tension<br>Neurosis<br>Nodule<br>Nocturia<br>Nystagmus<br>Osteoporosis<br>Ear infection<br>Otitis externa<br>Otitis media<br>Pain<br>Pain in extremity<br>Palpitations<br>Pancreatitis<br>Paresis<br>Paraesthesia<br>Pelvic pain<br>Peptic ulcer<br>Pericardial effusion<br>Pericarditis<br>Tooth abscess<br>Neuropathy peripheral<br>Personality disorder<br>Pharyngitis<br>Phlebitis<br>Pneumonia<br>Pneumonia aspiration<br>Polyuria<br>Urine output increased<br>Supraventricular extrasystoles<br>Proctitis<br>Pruritus<br>Pruritus genital<br>Psoriasis<br>Psychotic disorder<br>Pulmonary oedema<br>Pulmonary embolism<br>Vascular purpura<br>Purpura<br>Pyelonephritis<br>Pyuria<br>Anorectal disorder<br>Extensor plantar response<br>Respiratory tract infection<br>Retinal degeneration<br>Retinal disorder<br>Rhabdomyolysis<br>Rhinitis<br>Scotoma<br>Seborrhoeic dermatitis<br>Convulsion<br>Salivary hypersecretion<br>Sinusitis<br>Skin disorder<br>Snoring<br>Somnambulism<br>Speech disorder<br>Status epilepticus<br>Stevens-Johnson syndrome<br>Stomatitis<br>Cerebrovascular accident<br>Completed suicide<br>Suicide attempt<br>Hyperhidrosis<br>Swelling<br>Loss of consciousness<br>Shock<br>Syncope<br>Tachycardia<br>Tendonitis<br>Thirst<br>Thrombocytopenia<br>Thrombophlebitis<br>Costochondritis<br>Tinnitus<br>Tongue disorder<br>Tooth discolouration<br>Tooth disorder<br>Tremor<br>Erythema<br>Upper respiratory tract infection<br>Pollakiuria<br>Urinary incontinence<br>Urinary tract infection<br>Urethral disorder<br>Urinary tract disorder<br>Urticaria<br>Varicose vein<br>Vasodilation procedure<br>Vertigo<br>Vestibular disorder<br>Viral infection<br>Vomiting<br>Weight increased<br>Weight decreased<br>Injury<br>Dry mouth<br>Urinary retention<br>Peripheral vascular disorder<br>Central nervous system neoplasm<br>Choreoathetosis<br>Encephalopathy<br>Chills<br>Skin odour abnormal<br>Hepatic failure<br>Micturition urgency<br>Stupor<br>Depressed level of consciousness<br>Agitation<br>Apathy<br>Flat affect<br>Mood swings<br>Affect lability<br>Photophobia<br>Oedema peripheral<br>Hypokinesia<br>Cataract<br>Hepatic function abnormal<br>Mouth ulceration<br>Hepatitis cholestatic<br>Migraine<br>Peripheral sensory neuropathy<br>Alcohol intolerance<br>Bleeding time prolonged<br>Capillary fragility increased<br>Blood creatinine increased<br>Fluid retention<br>Generalised oedema<br>Ventricular extrasystoles<br>Gamma-glutamyltransferase increased<br>Haemorrhage intracranial<br>Skin hypertrophy<br>Blood lactate dehydrogenase increased<br>Liver function test abnormal<br>Mucous membrane disorder<br>Skin exfoliation<br>Skin necrosis<br>Skin mass<br>Bone pain<br>Eye pain<br>Paraesthesia oral<br>Blood alkaline phosphatase increased<br>Rash pustular<br>Hyporeflexia<br>Hyperreflexia<br>Skin discolouration<br>Dry skin<br>Tendon disorder<br>Pulmonary thrombosis<br>Intestinal ulcer<br>Joint swelling<br>Accommodation disorder<br>Viral diarrhoea<br>Abnormal faeces<br>Joint stiffness<br>Malnutrition<br>Photosensitivity reaction<br>Tympanic membrane perforation<br>Hangover<br>Cheilitis<br>Dandruff<br>Pseudolymphoma<br>Malaise<br>Discomfort<br>Ill-defined disorder<br>Myalgia<br>Muscle twitching<br>Pericardial rub<br>Increased appetite<br>Renal impairment<br>Disorientation<br>Asocial behaviour<br>Antisocial personality disorder<br>Antisocial behaviour<br>Mental disability<br>Thinking abnormal<br>Memory impairment<br>Areflexia<br>Abnormal dreams<br>Euphoric mood<br>Dry throat<br>Urine abnormality<br>Urine analysis abnormal<br>Aura<br>Vulvovaginal pain<br>Hypomania<br>Erectile dysfunction<br>Sepsis<br>Paralysis<br>Rectal haemorrhage<br>Hepatobiliary disease<br>Eustachian tube disorder<br>Death<br>Scrotal swelling<br>Hepatitis fulminant<br>Dry eye<br>Papule<br>Mucosal inflammation<br>Mania<br>Vision blurred<br>Dysaesthesia<br>Rash maculo-papular<br>Hyperkinesia<br>Bradycardia<br>Blood urea abnormal<br>Blindness<br>Lymphadenopathy<br>Blood pressure increased<br>Coordination abnormal<br>Feeling drunk<br>Face oedema<br>Sexual dysfunction<br>Prothrombin level decreased<br>Renal pain<br>Gait disturbance<br>Balance disorder<br>Mass<br>Suicidal behaviour<br>Intentional self-injury<br>Drug interaction<br>Skin cancer<br>Acne<br>Diabetic neuropathy<br>Ovarian failure<br>White blood cell count decreased<br>Lip haemorrhage<br>Infestation<br>Blood creatine phosphokinase increased<br>Local swelling<br>Haemorrhage<br>Blood glucose fluctuation<br>Insomnia<br>Muscular weakness<br>Penile swelling<br>Excoriation<br>Hearing impaired<br>Paranoia<br>Retinal vein thrombosis<br>Renal failure<br>Conjunctival hyperaemia<br>Ageusia<br>Ejaculation disorder<br>Vaginal haemorrhage<br>Loss of libido<br>Hypoxia<br>Hypoventilation<br>Respiratory failure<br>Lacrimation increased<br>Hiatus hernia<br>Visual impairment
